id_venta;sucursal;fecha;producto;cantidad;precio_unitario;total;vendedor
V01308;Cuenca;03/03/2025;Televisión;5;92,75;463,75;Andrés Villón
V01309;Quito;27/02/2025;Microondas;2;380,52;761,04;José Luis Solórzano
V01310;Guayaquil;28/03/2025;Ventilador;3;617,96;1853,88;Andrés Villón
V01311;Guayaquil;21/08/2025;Aire Acondicionado;1;703,56;703,56;Paola Vélez
V01312;Quito;21/05/2025;Refrigeradora;3;633,07;1899,21;José Luis Solórzano
V01313;Cuenca;12/04/2025;Microondas;1;179,61;179,61;Fernando Peña
V01314;Cuenca;03/06/2025;Batidora;5;354,95;1774,75;José Luis Solórzano
V01315;Guayaquil;25/06/2025;Batidora;4;857,31;3429,24;José Luis Solórzano
V01316;Quito;15/05/2025;Aire Acondicionado;3;260,02;780,06;Fernando Peña
V01317;Guayaquil;13/08/2025;Batidora;5;88,41;442,05;José Luis Solórzano
V01318;Cuenca;21/05/2025;Batidora;2;817,40;1634,80;Andrés Villón
V01319;Guayaquil;05/04/2025;Licuadora;5;135,66;678,30;Paola Vélez
V01320;Cuenca;05/07/2025;Cocineta;1;94,94;94,94;Paola Vélez
V01321;Cuenca;03/03/2025;Ventilador;4;213,57;854,28;Fernando Peña
V01322;Quito;26/08/2025;Ventilador;3;620,68;1862,04;Lucía Muñoz
V01323;Cuenca;17/07/2025;Lavadora;5;537,23;2686,15;Paola Vélez
V01324;Cuenca;26/05/2025;Licuadora;1;901,95;901,95;José Luis Solórzano
V01325;Cuenca;02/05/2025;Cocineta;5;333,40;1667,00;Lucía Muñoz
V01326;Cuenca;08/03/2025;Lavadora;1;439,49;439,49;Gabriela Cárdenas
V01327;Guayaquil;11/07/2025;Batidora;3;317,07;951,21;María José Andrade
V01328;Cuenca;26/05/2025;Licuadora;2;533,79;1067,58;José Luis Solórzano
V01329;Guayaquil;16/04/2025;Licuadora;5;594,25;2971,25;María José Andrade
V01330;Cuenca;01/03/2025;Microondas;3;879,60;2638,80;Paola Vélez
V01331;Cuenca;09/08/2025;Ventilador;5;496,04;2480,20;Fernando Peña
V01332;Quito;21/06/2025;Cafetera;5;280,56;1402,80;Fernando Peña
V01333;Guayaquil;23/03/2025;Licuadora;5;779,78;3898,90;Gabriela Cárdenas
V01334;Quito;20/01/2025;Cafetera;3;529,37;1588,11;María José Andrade
V01335;Guayaquil;29/06/2025;Microondas;3;939,26;2817,78;Andrés Villón
V01336;Cuenca;28/05/2025;Refrigeradora;4;279,38;1117,52;Gabriela Cárdenas
V01337;Guayaquil;Televisión;4;845,40;3381,60;Andrés Villón
V01338;Cuenca;29/07/2025;Televisión;2;920,99;1841,98;Fernando Peña
V01339;Cuenca;08/02/2025;Batidora;3;499,42;1498,26;Lucía Muñoz
V01340;Quito;28/07/2025;Cafetera;4;130,30;521,20;José Luis Solórzano
V01341;Cuenca;29/01/2025;Refrigeradora;3;387,97;1163,91;José Luis Solórzano
V01342;Cuenca;25/02/2025;Ventilador;5;400,06;2000,30;María José Andrade
V01343;Quito;06/01/2025;Lavadora;3;491,21;1473,63;María José Andrade
V01344;Guayaquil;20/05/2025;Televisión;1;209,11;209,11;José Luis Solórzano
V01345;Quito;19/02/2025;Televisión;5;121,12;605,60;José Luis Solórzano
V01346;Guayaquil;30/05/2025;Microondas;3;521,80;1565,40;Paola Vélez
V01347;Quito;23/05/2025;Lavadora;1;927,87;927,87;Fernando Peña
V01348;Cuenca;15/06/2025;Batidora;4;842,66;3370,64;Andrés Villón
V01349;Quito;16/02/2025;Microondas;3;928,65;2785,95;María José Andrade
V01350;Guayaquil;14/01/2025;Licuadora;2;351,77;703,54;Gabriela Cárdenas
V01351;Guayaquil;06/05/2025;Licuadora;2;618,65;1237,30;Lucía Muñoz
V01352;Guayaquil;21/02/2025;Televisión;4;823,49;3293,96;Andrés Villón
V01353;Cuenca;12/07/2025;Televisión;2;913,33;1826,66;Ramiro Zambrano
V01354;Guayaquil;19/01/2025;Cafetera;3;165,65;496,95;Lucía Muñoz
V01355;Quito;09/03/2025;Refrigeradora;3;106,82;320,46;María José Andrade
V01356;Cuenca;13/06/2025;Lavadora;3;27,76;83,28;Gabriela Cárdenas
V01357;Guayaquil;06/06/2025;Televisión;5;823,37;4116,85;María José Andrade
V01358;Guayaquil;20/04/2025;Licuadora;1;763,21;763,21;Gabriela Cárdenas
V01359;Guayaquil;07/03/2025;Microondas;5;781,89;3909,45;Ramiro Zambrano
V01360;Guayaquil;18/01/2025;Cafetera;3;788,84;2366,52;José Luis Solórzano
V01361;Quito;11/07/2025;Aire Acondicionado;5;938,66;4693,30;Paola Vélez
V01362;Guayaquil;08/04/2025;Cafetera;2;104,02;208,04;Lucía Muñoz
V01363;Cuenca;10/02/2025;Licuadora;5;237,88;1189,40;Andrés Villón
V01364;Cuenca;25/05/2025;Licuadora;3;419,41;1258,23;Andrés Villón
V01365;Guayaquil;01/08/2025;Licuadora;3;829,72;2489,16;Fernando Peña
V01366;Quito;25/04/2025;Batidora;1;674,27;674,27;Ramiro Zambrano
V01367;Guayaquil;Cafetera;5;507,67;2538,35;Fernando Peña
V01368;Cuenca;05/06/2025;Microondas;5;456,51;2282,55;Fernando Peña
V01369;Quito;16/06/2025;Microondas;1;65,89;65,89;Ramiro Zambrano
V01370;Guayaquil;15/05/2025;Televisión;1;63,86;63,86;Gabriela Cárdenas
V01371;Guayaquil;06/06/2025;Aire Acondicionado;4;61,90;247,60;Gabriela Cárdenas
V01372;Cuenca;17/08/2025;Cafetera;5;158,91;794,55;Ramiro Zambrano
V01373;Guayaquil;15/06/2025;Televisión;3;396,33;1188,99;Gabriela Cárdenas
V01374;Cuenca;20/04/2025;Microondas;3;25,94;77,82;Andrés Villón
V01375;Quito;12/06/2025;Cocineta;3;687,04;2061,12;Andrés Villón
V01376;Guayaquil;23/02/2025;Refrigeradora;3;390,54;1171,62;María José Andrade
V01377;Quito;01/05/2025;Batidora;3;136,84;410,52;José Luis Solórzano
V01378;Cuenca;18/08/2025;Aire Acondicionado;1;795,42;795,42;María José Andrade
V01379;Cuenca;24/02/2025;Microondas;3;884,86;2654,58;Gabriela Cárdenas
V01380;Guayaquil;23/05/2025;Batidora;5;235,65;1178,25;María José Andrade
V01381;Cuenca;09/07/2025;Licuadora;1;752,11;752,11;José Luis Solórzano
V01382;Quito;17/05/2025;Cafetera;3;53,81;161,43;Ramiro Zambrano
V01383;Cuenca;06/07/2025;Licuadora;4;196,70;786,80;Lucía Muñoz
V01384;Cuenca;22/05/2025;Licuadora;4;864,16;3456,64;Fernando Peña
V01385;Quito;23/07/2025;Cafetera;4;823,18;3292,72;Lucía Muñoz
V01386;Cuenca;21/08/2025;Cocineta;1;733,75;733,75;Andrés Villón
V01387;Cuenca;08/01/2025;Refrigeradora;688,44;2065,32;Lucía Muñoz
V01388;Quito;24/05/2025;Batidora;4;903,80;3615,20;Fernando Peña
V01389;Guayaquil;22/04/2025;Licuadora;1;665,00;665,00;Fernando Peña
V01390;Cuenca;16/05/2025;Batidora;5;456,65;2283,25;María José Andrade
V01391;Guayaquil;06/04/2025;Licuadora;5;947,87;4739,35;Andrés Villón
V01392;Quito;02/06/2025;Ventilador;5;776,98;3884,90;Paola Vélez
V01393;Cuenca;22/04/2025;Refrigeradora;5;191,54;957,70;Lucía Muñoz
V01394;Cuenca;01/02/2025;Lavadora;3;599,76;1799,28;Andrés Villón
V01395;Guayaquil;28/03/2025;Aire Acondicionado;2;522,47;1044,94;Fernando Peña
V01396;Guayaquil;25/01/2025;Aire Acondicionado;1;191,12;191,12;Paola Vélez
V01397;Cuenca;10/02/2025;Refrigeradora;5;68,13;340,65;María José Andrade
V01398;Cuenca;21/03/2025;Refrigeradora;4;712,09;2848,36;Lucía Muñoz
V01399;Guayaquil;09/06/2025;Televisión;4;784,64;3138,56;José Luis Solórzano
V01400;Quito;18/02/2025;Microondas;2;929,43;1858,86;Ramiro Zambrano
V01401;Quito;08/04/2025;Refrigeradora;4;866,75;3467,00;Gabriela Cárdenas
V01402;Guayaquil;22/08/2025;Ventilador;5;795,88;3979,40;Ramiro Zambrano
V01403;Guayaquil;27/04/2025;Cafetera;2;402,70;805,40;Fernando Peña
V01404;Quito;02/05/2025;Refrigeradora;3;547,91;1643,73;Ramiro Zambrano
V01405;Guayaquil;07/06/2025;Batidora;168,98;506,94;Fernando Peña
V01406;Cuenca;16/07/2025;Batidora;2;145,09;290,18;Paola Vélez
V01407;Cuenca;01/07/2025;Licuadora;5;44,37;221,85;Gabriela Cárdenas
V01408;Cuenca;13/03/2025;Ventilador;1;643,43;643,43;Fernando Peña
Guayaquil;04/08/2025;Licuadora;5;45,65;228,25;María José Andrade
V01410;Cuenca;24/05/2025;Lavadora;3;628,64;1885,92;Lucía Muñoz
V01411;Quito;09/07/2025;Aire Acondicionado;2;437,96;875,92;Lucía Muñoz
V01412;Cuenca;30/05/2025;Televisión;1;915,52;915,52;Lucía Muñoz
V01413;Guayaquil;09/05/2025;Televisión;3;829,62;2488,86;Lucía Muñoz
V01414;Guayaquil;22/08/2025;Cafetera;2;376,73;753,46;Fernando Peña
V01415;Quito;26/01/2025;Lavadora;3;573,74;1721,22;Ramiro Zambrano
V01416;Cuenca;11/06/2025;Licuadora;2;357,12;714,24;Ramiro Zambrano
V01417;Cuenca;28/08/2025;Televisión;1;944,37;944,37;Andrés Villón
V01418;Cuenca;05/04/2025;Aire Acondicionado;4;63,15;252,60;Fernando Peña
V01419;Cuenca;19/05/2025;Aire Acondicionado;5;737,17;3685,85;Fernando Peña
V01420;Quito;03/04/2025;Licuadora;2;649,46;1298,92;María José Andrade
V01421;Cuenca;18/08/2025;Cocineta;4;758,22;3032,88;Fernando Peña;
V01422;Guayaquil;19/06/2025;Cafetera;5;781,42;3907,10;José Luis Solórzano
V01423;Quito;10/08/2025;Ventilador;3;169,46;508,38;María José Andrade
V01424;Guayaquil;01/02/2025;Televisión;3;339,95;1019,85;María José Andrade
V01425;Cuenca;31/07/2025;Batidora;1;189,86;189,86;Lucía Muñoz
V01426;Guayaquil;15/02/2025;Lavadora;2;611,58;1223,16;Fernando Peña
V01427;Quito;15/01/2025;Batidora;5;653,67;3268,35;José Luis Solórzano
V01428;Quito;26/08/2025;Refrigeradora;5;96,45;482,25;Andrés Villón
V01429;Quito;16/06/2025;Televisión;5;36,90;184,50;Andrés Villón
V01430;Cuenca;20/03/2025;Cocineta;2;563,49;1126,98;María José Andrade
V01431;Cuenca;14/01/2025;Televisión;2;237,55;475,10;María José Andrade
V01432;Cuenca;24/04/2025;Batidora;5;77,34;386,70;Ramiro Zambrano
V01433;Guayaquil;08/04/2025;Televisión;1;80,89;80,89;Paola Vélez
V01434;Guayaquil;28/01/2025;Cocineta;1;170,44;170,44;Fernando Peña
V01435;Guayaquil;15/02/2025;Lavadora;4;690,21;2760,84;Paola Vélez
V01436;Guayaquil;20/03/2025;Aire Acondicionado;4;500,90;2003,60;José Luis Solórzano
V01437;Guayaquil;24/05/2025;Batidora;1;92,80;92,80;Ramiro Zambrano
V01438;Guayaquil;23/04/2025;Batidora;4;925,80;3703,20;Paola Vélez
V01439;Cuenca;14/08/2025;Televisión;5;497,22;2486,10;Gabriela Cárdenas
V01440;Cuenca;11/06/2025;Lavadora;4;411,69;1646,76;Andrés Villón;
V01441;Guayaquil;11/02/2025;Microondas;1;58,99;58,99;Gabriela Cárdenas
V01442;Cuenca;08/05/2025;Televisión;1;837,31;837,31;Gabriela Cárdenas
V01443;Quito;24/03/2025;Aire Acondicionado;5;824,80;4124,00;Paola Vélez
V01444;Cuenca;25/06/2025;Licuadora;4;561,66;2246,64;Andrés Villón
V01445;Quito;01/03/2025;Cafetera;4;337,91;1351,64;Gabriela Cárdenas
V01446;Cuenca;24/02/2025;Refrigeradora;5;59,72;298,60;Fernando Peña
V01447;Cuenca;02/06/2025;Cocineta;5;730,76;3653,80;Paola Vélez
V01448;Quito;03/02/2025;Batidora;4;617,79;2471,16;Ramiro Zambrano
V01449;Guayaquil;14/04/2025;Batidora;4;402,31;1609,24;Paola Vélez
V01450;Quito;08/04/2025;Cocineta;2;425,64;851,28;José Luis Solórzano
V01451;Quito;19/05/2025;Cafetera;3;727,16;2181,48;María José Andrade
V01452;Quito;12/04/2025;Ventilador;2;318,07;636,14;José Luis Solórzano
V01453;Guayaquil;03/04/2025;Ventilador;2;946,24;1892,48;Lucía Muñoz
V01454;Quito;23/05/2025;Refrigeradora;4;740,39;2961,56;Lucía Muñoz
V01455;Cuenca;05/03/2025;Lavadora;5;504,45;2522,25;Fernando Peña
V01456;Guayaquil;08/02/2025;Aire Acondicionado;3;390,74;1172,22;Andrés Villón
V01457;Guayaquil;22/03/2025;Ventilador;3;223,27;669,81;Lucía Muñoz
V01458;Guayaquil;22/03/2025;Refrigeradora;1;547,10;547,10;Fernando Peña
V01459;Cuenca;21/01/2025;Aire Acondicionado;5;251,07;1255,35;Ramiro Zambrano
V01460;Guayaquil;11/02/2025;Lavadora;4;712,54;2850,16;Andrés Villón
V01461;Cuenca;14/01/2025;Batidora;1;56,77;56,77;Lucía Muñoz
V01462;Guayaquil;09/05/2025;Cafetera;4;866,07;3464,28;María José Andrade
V01463;Guayaquil;27/03/2025;Lavadora;2;180,31;360,62;Ramiro Zambrano
V01464;Cuenca;02/08/2025;Ventilador;4;136,20;544,80;Paola Vélez
V01465;Quito;25/05/2025;Ventilador;2;85,13;170,26;María José Andrade
V01466;Guayaquil;03/06/2025;Licuadora;1;620,07;620,07;Lucía Muñoz
V01467;Guayaquil;15/08/2025;Refrigeradora;1;413,00;413,00;Andrés Villón
V01468;Quito;26/06/2025;Refrigeradora;2;444,08;888,16;María José Andrade
V01469;Quito;15/07/2025;Televisión;3;936,19;2808,57;Gabriela Cárdenas
V01470;Cuenca;05/05/2025;Batidora;3;625,60;1876,80;María José Andrade
V01471;Guayaquil;23/07/2025;Aire Acondicionado;5;718,09;3590,45;Fernando Peña
V01472;Cuenca;17/01/2025;Televisión;3;287,97;863,91;Ramiro Zambrano
V01473;Guayaquil;29/01/2025;Aire Acondicionado;4;793,70;3174,80;Paola Vélez
V01474;Cuenca;27/05/2025;Ventilador;3;774,71;2324,13;Paola Vélez
V01475;Quito;05/04/2025;Refrigeradora;1;523,02;523,02;Ramiro Zambrano
V01476;Cuenca;11/01/2025;Refrigeradora;5;24,12;120,60;Lucía Muñoz
V01477;Cuenca;06/07/2025;Licuadora;3;116,73;350,19;Fernando Peña
V01478;Quito;27/05/2025;Batidora;4;492,93;1971,72;Ramiro Zambrano
V01479;Quito;22/08/2025;Licuadora;1;215,45;215,45;Fernando Peña
V01480;Cuenca;29/05/2025;Ventilador;4;509,77;2039,08;José Luis Solórzano
V01481;Cuenca;11/07/2025;Televisión;2;456,32;912,64;Gabriela Cárdenas
V01482;Cuenca;21/02/2025;Cocineta;2;172,06;344,12;Andrés Villón
V01483;Guayaquil;21/07/2025;Cafetera;4;659,53;2638,12;Fernando Peña
V01484;Quito;07/08/2025;Refrigeradora;4;881,05;3524,20;Fernando Peña
V01485;Cuenca;23/06/2025;Licuadora;5;545,38;2726,90;Fernando Peña
V01486;Quito;13/05/2025;Ventilador;5;317,81;1589,05;Fernando Peña
V01487;Guayaquil;08/03/2025;Batidora;5;762,55;3812,75;Fernando Peña
V01488;Guayaquil;27/04/2025;Licuadora;4;246,41;985,64;Ramiro Zambrano
V01489;Quito;14/04/2025;Cafetera;5;95,68;478,40;Andrés Villón
V01490;Guayaquil;16/05/2025;Batidora;4;337,56;1350,24;María José Andrade
V01491;Quito;07/02/2025;Refrigeradora;2;78,54;157,08;Lucía Muñoz
V01492;Quito;30/01/2025;Licuadora;5;357,03;1785,15;José Luis Solórzano
V01493;Cuenca;19/07/2025;Microondas;1;473,45;473,45;José Luis Solórzano
V01494;Cuenca;13/05/2025;Cafetera;3;311,65;934,95;Ramiro Zambrano
V01495;Cuenca;27/08/2025;Cafetera;4;143,17;572,68;Gabriela Cárdenas
V01496;Cuenca;01/01/2025;Cafetera;2;300,11;600,22;María José Andrade
V01497;Guayaquil;23/05/2025;Lavadora;5;463,04;2315,20;Ramiro Zambrano
V01498;Quito;09/06/2025;Ventilador;3;807,58;2422,74;José Luis Solórzano
V01499;Cuenca;30/04/2025;Microondas;2;399,19;798,38;José Luis Solórzano
V01500;Guayaquil;27/02/2025;Aire Acondicionado;2;693,19;1386,38;Ramiro Zambrano
V01501;Guayaquil;14/03/2025;Microondas;3;933,06;2799,18;Lucía Muñoz
V01502;Quito;08/07/2025;Cafetera;3;776,71;2330,13;Gabriela Cárdenas
V01503;Guayaquil;19/08/2025;Cafetera;1;824,79;824,79;Andrés Villón
V01504;Quito;25/04/2025;Batidora;5;801,44;4007,20;Andrés Villón
V01505;Cuenca;24/01/2025;Microondas;1;166,80;166,80;Ramiro Zambrano
V01506;Cuenca;19/02/2025;Aire Acondicionado;1;254,80;254,80;Andrés Villón
V01507;Cuenca;05/06/2025;Refrigeradora;2;746,75;1493,50;Gabriela Cárdenas
V01508;Cuenca;16/01/2025;Batidora;2;224,22;448,44;María José Andrade
V01509;Cuenca;12/08/2025;Aire Acondicionado;2;202,29;404,58;Paola Vélez;
V01510;Quito;13/04/2025;Licuadora;5;637,26;3186,30;Andrés Villón
V01511;Quito;24/05/2025;Cocineta;1;501,81;501,81;José Luis Solórzano;
V01512;Quito;27/05/2025;Batidora;2;464,61;929,22;Gabriela Cárdenas
V01513;Quito;15/01/2025;Televisión;3;130,85;392,55;Fernando Peña
V01514;Quito;19/02/2025;Licuadora;4;230,78;923,12;Fernando Peña
V01515;Quito;02/07/2025;Televisión;3;656,25;1968,75;Fernando Peña
V01516;Guayaquil;12/01/2025;Cafetera;5;291,18;1455,90;Andrés Villón
V01517;Quito;17/04/2025;Ventilador;3;76,28;228,84;Andrés Villón
V01518;Guayaquil;03/02/2025;Licuadora;1;323,27;323,27;Lucía Muñoz
V01519;Quito;23/02/2025;Cafetera;2;296,75;593,50;Lucía Muñoz
V01520;Quito;06/02/2025;Lavadora;1;521,52;521,52;Andrés Villón
V01521;Quito;21/07/2025;Cafetera;3;315,38;946,14;Lucía Muñoz
V01522;Quito;04/08/2025;Aire Acondicionado;4;823,62;3294,48;Ramiro Zambrano
V01523;Guayaquil;03/08/2025;Licuadora;5;632,38;3161,90;Ramiro Zambrano
V01524;Quito;14/03/2025;Ventilador;3;150,73;452,19;José Luis Solórzano
V01525;Cuenca;12/03/2025;Televisión;4;446,30;1785,20;Lucía Muñoz
V01526;Quito;02/01/2025;Microondas;1;924,45;924,45;Gabriela Cárdenas
V01527;Cuenca;19/02/2025;Microondas;2;625,87;1251,74;José Luis Solórzano
V01528;Cuenca;06/08/2025;Cocineta;4;494,64;1978,56;Fernando Peña
V01529;Cuenca;12/04/2025;Batidora;4;925,45;3701,80;Gabriela Cárdenas
V01530;Quito;15/08/2025;Ventilador;4;22,80;91,20;Fernando Peña
V01531;Quito;23/05/2025;Aire Acondicionado;1;903,84;903,84;José Luis Solórzano
V01532;Cuenca;16/05/2025;Televisión;2;181,44;362,88;Lucía Muñoz
V01533;Quito;14/03/2025;Microondas;2;746,10;1492,20;Lucía Muñoz
V01534;Cuenca;10/06/2025;Refrigeradora;3;291,31;873,93;María José Andrade
V01535;Guayaquil;13/03/2025;Lavadora;2;204,93;409,86;José Luis Solórzano
V01536;Quito;04/06/2025;Ventilador;3;241,62;724,86;José Luis Solórzano
V01537;Quito;01/04/2025;Licuadora;3;216,32;648,96;Fernando Peña
V01538;Quito;01/05/2025;Microondas;5;241,37;1206,85;María José Andrade
V01539;Guayaquil;02/03/2025;Refrigeradora;4;371,44;1485,76;Fernando Peña
V01540;Quito;28/05/2025;Licuadora;2;567,97;1135,94;Ramiro Zambrano
V01541;Quito;18/08/2025;Licuadora;2;914,19;1828,38;Andrés Villón
V01542;Quito;06/02/2025;Microondas;5;881,09;4405,45;Andrés Villón
V01543;Guayaquil;06/07/2025;Cafetera;4;875,13;3500,52;Andrés Villón
V01544;Quito;18/05/2025;Microondas;3;186,76;560,28;Paola Vélez
V01545;Cuenca;08/05/2025;Aire Acondicionado;2;210,13;420,26;María José Andrade
V01546;Cuenca;16/03/2025;Cafetera;1;355,21;355,21;José Luis Solórzano
V01547;Cuenca;05/05/2025;Ventilador;3;422,17;1266,51;José Luis Solórzano
V01548;Cuenca;03/04/2025;Televisión;1;783,10;783,10;Andrés Villón
V01549;Quito;26/06/2025;Cafetera;5;674,30;3371,50;Lucía Muñoz
V01550;Guayaquil;20/08/2025;Microondas;1;432,89;432,89;Andrés Villón
V01551;Quito;04/01/2025;Cafetera;4;151,98;607,92;Fernando Peña
V01552;Cuenca;27/07/2025;Batidora;4;374,75;1499,00;Fernando Peña
V01553;Guayaquil;11/04/2025;Cafetera;3;170,10;510,30;Fernando Peña
V01554;Guayaquil;03/08/2025;Cafetera;3;191,57;574,71;Ramiro Zambrano
V01555;Guayaquil;18/03/2025;Batidora;4;431,99;1727,96;Paola Vélez
V01556;Cuenca;01/04/2025;Microondas;5;152,42;762,10;Andrés Villón
V01557;Quito;29/06/2025;Microondas;4;34,64;138,56;Lucía Muñoz
V01558;Cuenca;05/06/2025;Licuadora;2;145,70;291,40;Fernando Peña
V01559;Quito;11/01/2025;Cocineta;1;686,67;686,67;Andrés Villón
V01560;Cuenca;18/01/2025;Lavadora;1;59,98;59,98;Andrés Villón
V01561;Cuenca;28/07/2025;Cafetera;4;274,71;1098,84;Paola Vélez
V01562;Cuenca;24/01/2025;Televisión;1;573,28;573,28;Gabriela Cárdenas
V01563;Cuenca;14/03/2025;Televisión;4;420,35;1681,40;María José Andrade
V01564;Guayaquil;28/08/2025;Ventilador;1;496,51;496,51;Gabriela Cárdenas
V01565;Guayaquil;21/05/2025;Cafetera;1;398,02;398,02;Ramiro Zambrano
V01566;Cuenca;30/05/2025;Microondas;2;49,30;98,60;Ramiro Zambrano
V01567;Guayaquil;15/02/2025;Microondas;2;428,35;856,70;José Luis Solórzano
V01568;Quito;27/06/2025;Refrigeradora;1;51,55;51,55;Lucía Muñoz
V01569;Cuenca;25/04/2025;Batidora;5;296,18;1480,90;Ramiro Zambrano
V01570;Quito;13/01/2025;Licuadora;1;513,59;513,59;Paola Vélez
V01571;Guayaquil;09/07/2025;Cocineta;4;386,12;1544,48;Paola Vélez
V01572;Guayaquil;21/06/2025;Televisión;3;544,31;1632,93;Gabriela Cárdenas
V01573;Guayaquil;03/07/2025;Televisión;1;761,76;761,76;Paola Vélez
V01574;Cuenca;29/06/2025;Ventilador;5;348,40;1742,00;Paola Vélez
V01575;Quito;03/04/2025;Ventilador;5;447,71;2238,55;Andrés Villón
V01576;Guayaquil;02/07/2025;Batidora;3;533,31;1599,93;Andrés Villón
V01577;Guayaquil;26/07/2025;Cafetera;1;71,62;71,62;Gabriela Cárdenas
V01578;Quito;14/01/2025;Refrigeradora;5;748,86;3744,30;Ramiro Zambrano
V01579;Quito;28/02/2025;Cocineta;1;665,17;665,17;María José Andrade
V01580;Quito;29/03/2025;Lavadora;2;118,73;237,46;Andrés Villón
V01581;Guayaquil;10/08/2025;Microondas;5;333,99;1669,95;Lucía Muñoz
V01582;Cuenca;25/05/2025;Televisión;1;818,32;818,32;Ramiro Zambrano
V01583;Quito;23/04/2025;Batidora;1;18,78;18,78;Gabriela Cárdenas
V01584;Guayaquil;20/02/2025;Batidora;3;505,95;1517,85;Andrés Villón
V01585;Guayaquil;27/07/2025;Licuadora;3;389,08;1167,24;Lucía Muñoz
V01586;Cuenca;10/05/2025;Microondas;3;656,74;1970,22;Gabriela Cárdenas
V01587;Guayaquil;25/05/2025;Ventilador;1;774,48;774,48;Fernando Peña
V01588;Guayaquil;06/03/2025;Microondas;1;56,46;56,46;José Luis Solórzano
V01589;Cuenca;04/05/2025;Cocineta;1;579,87;579,87;Ramiro Zambrano
V01590;Cuenca;11/04/2025;Batidora;3;649,19;1947,57;Gabriela Cárdenas
V01591;Quito;31/05/2025;Ventilador;2;254,74;509,48;María José Andrade
V01592;Cuenca;08/01/2025;Cocineta;1;490,70;490,70;Fernando Peña
V01593;Quito;06/04/2025;Aire Acondicionado;2;373,66;747,32;Fernando Peña
V01594;Quito;26/06/2025;Televisión;5;18,11;90,55;María José Andrade
V01595;Guayaquil;04/04/2025;Aire Acondicionado;4;71,35;285,40;José Luis Solórzano
V01596;Cuenca;28/05/2025;Ventilador;2;800,30;1600,60;Ramiro Zambrano
V01597;Cuenca;25/07/2025;Lavadora;4;109,28;437,12;Gabriela Cárdenas
V01598;Cuenca;21/06/2025;Ventilador;4;33,07;132,28;Paola Vélez
V01599;Quito;28/05/2025;Refrigeradora;3;203,61;610,83;Fernando Peña
V01600;Quito;05/07/2025;Aire Acondicionado;2;144,11;288,22;Andrés Villón
V01601;Guayaquil;22/07/2025;Aire Acondicionado;2;627,34;1254,68;Fernando Peña
V01602;Guayaquil;26/03/2025;Batidora;3;97,26;291,78;Lucía Muñoz
V01603;Cuenca;20/02/2025;Licuadora;2;515,00;1030,00;María José Andrade
V01604;Quito;11/02/2025;Cocineta;4;853,52;3414,08;Ramiro Zambrano
V01605;Quito;19/08/2025;Batidora;1;74,78;74,78;Lucía Muñoz
V01606;Guayaquil;11/03/2025;Televisión;1;320,98;320,98;Paola Vélez
V01607;Cuenca;04/06/2025;Ventilador;4;561,98;2247,92;Ramiro Zambrano;
V01608;Guayaquil;15/08/2025;Batidora;4;657,64;2630,56;Paola Vélez
V01609;Guayaquil;07/06/2025;Batidora;3;205,08;615,24;Lucía Muñoz
V01610;Cuenca;05/05/2025;Aire Acondicionado;1;513,14;513,14;José Luis Solórzano
V01611;Cuenca;27/06/2025;Lavadora;5;788,63;3943,15;Lucía Muñoz
V01612;Quito;30/01/2025;Aire Acondicionado;4;333,04;1332,16;Gabriela Cárdenas
V01613;Cuenca;18/01/2025;Microondas;3;866,32;2598,96;Ramiro Zambrano
V01614;Cuenca;01/01/2025;Ventilador;3;64,23;192,69;Paola Vélez
V01615;Cuenca;17/03/2025;Cocineta;5;437,54;2187,70;Gabriela Cárdenas
V01616;Cuenca;19/03/2025;Cafetera;4;117,75;471,00;Paola Vélez
V01617;Guayaquil;08/08/2025;Batidora;3;817,98;2453,94;Fernando Peña
V01618;Quito;09/02/2025;Refrigeradora;2;930,66;1861,32;María José Andrade
V01619;Guayaquil;11/05/2025;Televisión;1;317,71;317,71;Paola Vélez
V01620;Cuenca;04/01/2025;Refrigeradora;5;516,07;2580,35;José Luis Solórzano
V01621;Quito;24/06/2025;Batidora;2;733,86;1467,72;Lucía Muñoz
V01622;Guayaquil;26/04/2025;Microondas;5;506,77;2533,85;Lucía Muñoz
V01623;Guayaquil;24/03/2025;Cafetera;3;413,97;1241,91;Paola Vélez
V01624;Guayaquil;29/06/2025;Batidora;2;306,92;613,84;María José Andrade
V01625;Guayaquil;27/06/2025;Televisión;3;198,98;596,94;Ramiro Zambrano
V01626;Quito;04/01/2025;Licuadora;1;688,33;688,33;Paola Vélez
V01627;Cuenca;19/01/2025;Aire Acondicionado;1;906,40;906,40;Fernando Peña
V01628;Quito;30/04/2025;Ventilador;3;772,68;2318,04;Paola Vélez
V01629;Guayaquil;05/07/2025;Aire Acondicionado;1;352,94;352,94;Gabriela Cárdenas
V01630;Cuenca;24/02/2025;Refrigeradora;4;266,85;1067,40;Paola Vélez
V01631;Cuenca;10/04/2025;Cafetera;3;806,72;2420,16;Andrés Villón
V01632;Quito;06/03/2025;Microondas;4;537,01;2148,04;Andrés Villón
V01633;Quito;03/02/2025;Refrigeradora;3;252,57;757,71;María José Andrade
V01634;Cuenca;17/05/2025;Cafetera;5;356,10;1780,50;José Luis Solórzano
V01635;Quito;23/03/2025;Lavadora;4;822,97;3291,88;María José Andrade
